entity	claims
Khalid_of_Saudi_Arabia	male||Ibn Saud||human||Riyadh||Faisal bin Khalid bin Abdulaziz Al Saud||Moudi bint Khalid Al Saud||Abdallah bin Khalid||King of Saudi Arabia||Prime Minister of Saudi Arabia||House of Saud||Riyadh||Islam||Al Jawhara bint Musaed Al Jiluwi||Tarfah bint Abdullah Al Sheikh||politician||Saudi Arabia||Khalid||Royal Order of the Seraphim||King Faisal International Prize in Service to Islam||Grand Cross of the Order of Civil Merit||United Nations Peace Medal||Order of King Abdulaziz al Saud||Collar of the Order of Charles III||Al Oud cemetery||Musa'id bin Abdulaziz Al Saud||Mutaib bin Abdulaziz Al Saud||Fahd bin Abdulaziz Al Saud||Muhammad bin Abdulaziz Al Saud||Turki I bin Abdul-Aziz Al Saud||King Faisal bin Abdulaziz Al Saud||Turki II bin Abdul-Aziz Al Saud||Mishaal bin Abdulaziz Al Saud||Abdul-Rahman bin Abdul-Aziz Al Saud||Sattam bin Abdul-Aziz Al Saud||Sultan bin Abdulaziz||Nayef bin Abdul-Aziz Al Saud||Salman bin Abdulaziz Al Saud||Ahmed bin Abdulaziz Al Saud||Abdul Majeed bin Abdulaziz Al Saud||Hazloul bin Abdulaziz Al Saud||Badr bin Abdulaziz Al Saud||Fawwaz bin Abdulaziz Al Saud||Mashhur bin Abdulaziz Al Saud||Abdul Ilah bin Abdulaziz Al Saud||Bandar bin Abdulaziz Al Saud||Abdullah of Saudi Arabia||Mamdoh bin Abdulaziz||Mansour bin Abdulaziz Al Saud||Nasser bin Abdulaziz||Nawwaf bin Abdulaziz Al Saud||Talal bin Abdulaziz Al Saud||Saad bin Abdulaziz||Muqrin bin Abdul-Aziz Al Saud||Thamir bin Abdulaziz Al Saud||Abdallah bin Muhammad bin Saud||Latifa bint Abdulaziz Al Saud||Al-Bandari bint Abdul-Aziz Al Sau||Al Jawhara bint Abdulaziz Al Saud||Seeta bint Abdulaziz Al Saud||Haya bint Abdulaziz Al Saud||Luluwah bint Abdul-Aziz Al Saud||Sultana bint Abdul-Aziz Al Saud||Majid bin Abdulaziz Al Saud||Mishari bin Abdulaziz Al Saud||Hamoud bin Abdulaziz Al Saud||Abdul Muhsin bin Abdulaziz Al Saud||Saud of Saudi Arabia||Anud bint Abdulaziz||Sita bint Fahd Al Damir||heart failure||Arabic||Supreme Commander of all military forces||His Majesty
Richard_Reid	male||Bromley||human||United Kingdom||Kharijites||Richard||terrorist||United States Penitentiary, Florence ADMAX||attempted murder||2001 failed shoe bomb attempt||Thomas Tallis School||Reid||English
NBC_Nightly_News	news program||television series||Lester Holt||José Díaz-Balart||Kate Snow||United States of America||NBC||Reuven Frank||John Williams||Fred Weinberg||Henry Mancini||NBC||NBC News||English||news||English||video on demand||Hulu||The Mission||multiple-camera setup||Bill Hanrahan||Howard Reig||Michael Douglas||Bill Wolff||Huntley-Brinkley Report
James_Petrillo	human||James||Caesar||United States of America||trade unionist||songwriter||Petrillo||male||English||American Society of Composers, Authors and Publishers||works protected by copyrights
Ramones	Sire||Philips Records||Beggars Banquet Records||Radioactive Records||Chrysalis Records||Ramones discography||musical group||rock group||Category:Ramones||rock music||punk rock||pop punk||Forest Hills||Rock and Roll Hall of Fame||Grammy Lifetime Achievement Award||United States of America||Template:Ramones||Joey Ramone||Johnny Ramone||Dee Dee Ramone||Tommy Ramone||Marky Ramone||Richie Ramone||C. J. Ramone||Don Ramón||Category:Ramones members||Ramones||I Wanna Be Sedated||Blitzkreig Bop||Paul McCartney
USS_Walke_(DD-416)	warship||United States Navy||Boston Navy Yard||World War II||Quincy||Category:USS Walke (DD-416)||Sims-class destroyer||United States of America
Mike_Rogers_(Michigan_politician)	male||United States of America||politician||United States representative||member of the State Senate of Michigan||Federal Bureau of Investigation||United States representative||United States representative||United States representative||United States representative||United States representative||United States representative||United States representative||Republican Party||Adrian College||Howell High School||human||Livingston County||Michael||Rogers||Washington, D.C.||English||army||Methodism||English||Michael Rogers||Mike D. Rogers||Mike Rogers||United States of America
University_of_Kansas	Lawrence||United States of America||public educational institution of the United States||public research university||publisher||open-access publisher||Category:University of Kansas||doctoral university: highest research activity||majority undergraduate||research doctoral: comprehensive programs, with medical/veterinary school||four-year, large, primarily residential||four-year, full-time, more selective, higher transfer-in||balanced arts & sciences/professions, high graduate coexistence||ORCID, Inc.||Digital Library Federation||Association of Research Libraries||Scholarly Publishing and Academic Resources Coalition||Center for Research Libraries||Coalition for Networked Information||arXiv||Category:University of Kansas alumni||mixed-sex education||Category:University of Kansas faculty||KFKU||Allen Fieldhouse||David Booth Kansas Memorial Stadium||Hoglund Ballpark||KANH||KANQ||KANV||KANU||KJHK||McCook Field||English
Tehrik-i-Taliban_Pakistan	
Sojourners	nonprofit organization||Christian organization||United States of America||501(c)(3) organization||Washington, D.C.||Sojourners Magazine||Sojourners Magazine||Sojourners Community||Sojourners Magazine
Iraq	Portal:Iraq||Takbir||outline of Iraq||Iraqi dinar||Arabs||Kurds in Iraq||Turkmens||Assyrians in Iraq||Shabak people||Yazidis||Category:Iraqi people||112||104||115||122||100||Europlug||AC power plugs and sockets: British and related types||BS 1363||geography of Iraq||Prime Minister of Iraq||Iraq||federal republic||not-free country||United States of America||Italy||Australia||Germany||Brazil||Yemen||Iran||Syria||Ukraine||France||State of Palestine||United Kingdom||Sweden||North Korea||Turkey||European Union||Bulgaria||Cuba||Denmark||Egypt||Indonesia||Jordan||Kuwait||Lebanon||Pakistan||Saudi Arabia||Taiwan||Philippines||Serbia||Russia||People's Republic of China||Greece||India||Bangladesh||Georgia||Hungary||Romania||President of Iraq||Council of Representatives of Iraq||National Assembly of Iraq||history of Iraq||Arabic||Kurdish||Asia||Baghdad||coat of arms of Iraq||Wikipedia:List of articles all languages should have||Wikipedia:Vital articles/Level/4||Turkey||Syria||Jordan||Saudi Arabia||Kuwait||Iran||Category:Iraq||Mustafa Al-Kadhimi||Mohammed Shia' Al Sudani||Barham Salih||Abdul Latif Rashid||Kingdom of Iraq||Category:Burials in Iraq||United Nations||Arab League||Organisation of Islamic Cooperation||International Bank for Reconstruction and Development||International Development Association||International Finance Corporation||Multilateral Investment Guarantee Agency||Arab Bank for Economic Development in Africa||Arab Fund for Economic and Social Development||Arab Monetary Fund||Interpol||Organisation for the Prohibition of Chemical Weapons||UNESCO||Universal Postal Union||International Telecommunication Union||Organization of the Petroleum Exporting Countries||International Civil Defence Organisation||World Meteorological Organization||World Health Organization||Category:Films shot in Iraq||Category:Deaths in Iraq||Mawtini||Middle East||Western Asia||.iq||sovereign state||country||Cheekha Dar||Category:Births in Iraq||right||Persian Gulf||UTC+03:00||UTC+04:00||Asia/Baghdad||Baghdad Governorate||Saladin Governorate||Diyala Governorate||Wasit Governorate||Maysan Governorate||Basra Governorate||Dhi Qar Governorate||Al Muthanna Governorate||Al-Qādisiyyah Governorate||Babylon Governorate||Karbala Governorate||Najaf Governorate||Al Anbar Governorate||Nineveh Governorate||Duhok Governorate||Erbil Governorate||Kirkuk Governorate||Sulaymaniyah Governorate||flag of Iraq||Central Bank of Iraq||Modern Standard Arabic||Chaldean Neo-Aramaic||Southern Kurdish||Bajelani||Neo-Mandaic||Sarli||Shabaki||Gulf Arabic||North Mesopotamian Arabic||Najdi Arabic||Kurdish||Kurmanji||Mesopotamian Arabic||Sorani||Chaldean Neo-Aramaic||Mandaic||Koy Sanjaq Syriac||culture of Iraq||Category:Maps of Iraq||economy of Iraq||demographics of Iraq||Islam||Coalition Provisional Authority||Template:Governorates of Iraq
New_York_City_Council	city council||New York City||Category:New York City Council||United States of America||New York City Board of Estimate||New York City Board of Aldermen||New York City Hall||member of the New York City Council||New York City Public Advocate
Richard_Blumenthal	male||United States of America||Brooklyn||politician||lawyer||editor-in-chief||member of the Connecticut House of Representatives||member of the State Senate of Connecticut||assistant||law clerk||secretary||United States Attorney||Connecticut Attorney General||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||Democratic Party||Harvard College||Trinity College||Yale Law School||University of Cambridge||Riverdale Country School||human||Richard||English||Washington, D.C.||United States Marine Corps||United States Marine Corps Reserve||Phi Beta Kappa Society||Judaism||Abraham A. Ribicoff||Blumenthal||Dr. Nathan Davis Award for Governors or Statewide Elected Officials||David Blumenthal||Matt Blumenthal||American English||American English||Greenwich||2010 United States Senate election in Connecticut||2016 United States Senate election in Connecticut||2022 United States Senate election in Connecticut
Democrat_Party_(Thailand)	political party||conservative liberalism||classical liberalism||Category:Democrat Party (Thailand) politicians||Category:Democrat Party (Thailand) politicians||Abhisit Vejjajiva||Thailand||centre-right||Liberal International||Phaya Thai||Bangkok||Progress Party (Thailand)||Chalermchai Sri-on
Emergency_Economic_Stabilization_Act_of_2008	Act of Congress in the United States||United States of America||110th United States Congress||George W. Bush||United States of America
Yuma,_Arizona	Frankfurt (Oder)||United States of America||city in the United States||county seat||border town||Category:Yuma, Arizona||Yuma County||Mountain Time Zone||Category:People from Yuma, Arizona||Western Arizona||Yuma County||Yuma County||Meyers Konversations-Lexikon, 4th edition (1885–1890)||Category:Deaths in Yuma, Arizona
Dunn,_North_Carolina	city in the United States||United States of America||Harnett County||Category:People from Dunn, North Carolina
Joe_Biden	United States of America||politician||lawyer||university teacher||senator||international forum participant||Vice President of the United States||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||United States senator||President of the United States||President-elect of the United States||council member||Democratic Party||Category:Joe Biden||human||Neilia Hunter||Jill Biden||Lentapedia||Great Encyclopedia of Cyril and Methodius||Biden||English||English||Claymont||Wilmington||Arden||Wilmington||White House||right-handedness||Joe Biden presidential campaign, 2008||Joe Biden presidential campaign, 1988||Joe Biden presidential campaign, 2020||Joseph R. Biden Sr.||Order of the Three Stars, 2nd Class||Presidential Medal of Freedom||Hilal-e-Pakistan||Ellis Island Medal of Honor||Order of the Cross of Terra Mariana, 1st Class||St. George's Order of Victory||Order of Liberty||Grand Cross of the Order of Boyacá||Laetare Medal||Nishan-e-Pakistan||Time 100||Cross of Military Merit||Time 100||Walk of the Brave plaque||Washington, D.C.||Wilmington||male||English||white hair||gray hair||blue||Template:Joe Biden||law||politics||Joe Biden||Jean Biden||2020 United States presidential election||1972 United States Senate election in Delaware||Promises to Keep||Promise Me, Dad||American football||Valerie Biden Owens||James Biden||Francis Biden||commencement at the Syracuse University||World Economic Forum Annual Meeting 2004||stuttering||COVID-19||Delaware Fightin' Blue Hens football||Family of Joe Biden||Joseph||Robinette||Joe||St. Mary's Hospital||Scranton||Beau Biden||Naomi Biden||Hunter Biden||Ashley Biden||Syracuse University||University of Delaware||Archmere Academy||Garden City Collegiate||Juris Doctor||Bachelor of Arts||University of Pennsylvania||Widener University||Catholicism||Joe Biden||Andrei Gromyko||Wikipedia:Vital articles/Level/4
